key,population,cases
E40000003,1000000,0
E40000005,1000000,0
E40000006,1000000,0
E40000010,1000000,0
E40000007,1000000,0
E40000008,1000000,0
E40000009,1000000,0
S92000003,1000000,0
W92000004,1000000,0
N92000002,1000000,0
